id,default,seniority,home,age,marital,job,expenses,income,assets,debt,amount,savings
3615,0,10,rent,51,married,fixed,60,150,0,0,1300,2.07692
3616,0,4,owner,38,married,freelance,35,142,4000,0,800,4.815
3617,0,0,rent,30,married,fixed,64,188,0,0,1400,5.31429
3618,0,0,parents,27,single,partime,35,140,0,0,700,7.2
3619,0,2,owner,60,married,fixed,35,122,3000,0,825,3.79636
3620,0,14,owner,48,married,fixed,45,112,6000,0,800,4.02
3621,1,2,parents,22,single,fixed,35,110,0,0,1360,3.30882
3622,0,3,owner,47,married,freelance,60,106,10000,0,800,2.07
3623,0,32,owner,46,married,fixed,45,150,8000,0,1000,5.04
3624,1,1,other,27,single,partime,35,105,0,0,1300,2.58462
3625,0,14,owner,41,married,fixed,75,72,4000,0,800,-0.18
3626,0,13,owner,45,married,fixed,45,106,4000,0,400,7.32
3627,0,16,owner,56,married,freelance,45,65,17000,0,650,0.369231
3628,1,7,priv,36,married,fixed,60,300,7000,0,2000,7.2
3629,1,14,rent,41,married,fixed,54,92,0,0,1450,1.57241
3630,0,14,priv,54,married,fixed,45,100,9000,0,650,2.03077
3631,0,15,owner,38,married,fixed,45,118,4000,2600,1250,2.256
3632,1,11,rent,38,married,fixed,82,71,0,0,900,-0.733333
3633,0,4,owner,35,married,freelance,60,66,8000,0,1000,0.288
3634,0,2,parents,24,single,fixed,35,101,0,0,1600,2.475
3635,0,3,owner,30,married,fixed,60,164,4500,0,800,7.8
3636,0,1,owner,30,single,freelance,35,57,4000,2100,1500,0.04
3637,0,20,owner,53,married,freelance,35,159,6000,0,1157,5.14434
3638,0,20,owner,46,married,fixed,35,140,9000,0,800,7.875
3639,0,22,owner,40,married,fixed,45,180,1,0,1200,5.4
3640,0,3,parents,24,single,fixed,35,80,0,0,200,4.05
3641,1,11,owner,36,married,fixed,35,81,5000,2000,570,2.18947
3642,0,1,other,24,single,fixed,35,114,0,0,400,4.74
3643,0,9,owner,39,married,fixed,35,350,8000,0,1250,15.12
3644,1,0,other,32,single,fixed,35,73,1,0,1580,1.44304
3645,0,10,owner,37,married,freelance,60,107,20000,600,1000,2.46
3646,0,22,owner,42,married,fixed,45,120,5000,0,1350,3.33333
3647,0,5,rent,48,married,fixed,46,110,0,0,600,5.12
3648,1,0,owner,42,married,partime,35,130,7000,3000,950,4.10526
3649,1,3,rent,25,married,freelance,35,78,0,0,1300,1.58769
3650,0,8,owner,42,single,fixed,35,96,2500,0,1500,2.44
3651,0,23,owner,47,married,fixed,35,114,3000,0,400,4.74
3652,0,6,rent,24,married,fixed,63,175,0,0,650,6.20308
3653,1,5,owner,39,single,freelance,75,72,42,0,1000,-0.18
3654,0,6,parents,27,single,freelance,35,140,0,0,600,3.15
3655,0,7,rent,49,married,fixed,57,115,0,0,675,3.09333
3656,1,1,other,23,single,partime,35,66,0,0,450,2.48
3657,0,5,owner,32,married,fixed,35,124,4000,0,2000,2.67
3658,1,26,priv,41,separated,fixed,35,201,4700,3100,2400,3.375
3659,1,1,parents,20,single,partime,35,80,0,0,1300,2.07692
3660,0,5,priv,31,married,fixed,35,90,3000,0,900,3.66667
3661,0,22,owner,48,married,fixed,60,110,3000,0,1000,2.4
3662,0,20,owner,49,married,fixed,45,122,9000,0,1100,2.52
3663,0,7,owner,35,married,fixed,45,315,10000,4000,2400,5.75
3664,0,1,rent,27,single,fixed,62,270,0,0,600,12.48
3665,0,7,parents,40,married,fixed,60,200,10000,0,1000,3.36
3666,1,5,other,25,married,fixed,60,95,0,0,500,1.68
3667,0,7,priv,32,married,fixed,60,242,3500,2000,1000,9.72
3668,0,16,owner,48,married,freelance,35,364,5000,0,900,17.5467
3669,0,5,owner,38,married,freelance,60,182,5000,0,1250,2.3424
3670,0,3,owner,24,single,fixed,35,105,6000,0,500,1.68
3671,0,0,owner,36,married,freelance,45,91,8000,0,1300,0.424615
3672,0,16,owner,40,married,fixed,60,225,20000,3000,700,9.25714
3673,0,17,other,62,single,fixed,35,100,0,0,900,3.46667
3674,1,0,rent,33,married,partime,54,85,0,0,1300,1.43077
3675,0,0,owner,63,married,others,35,100,6000,2900,1000,1.728
3676,0,8,owner,51,married,fixed,45,250,4000,0,1000,12.3
3677,1,3,rent,22,married,fixed,60,150,0,0,950,5.68421
3678,0,6,owner,39,married,freelance,60,178,18000,0,1000,2.832
3679,0,20,owner,63,married,fixed,45,256,7000,0,1000,12.66
3680,0,16,priv,34,married,fixed,60,85,2000,0,800,1.5
3681,0,0,owner,24,single,others,35,82,10000,0,1600,1.7625
3682,0,5,owner,52,married,fixed,35,220,12000,5000,1250,3.888
3683,1,1,owner,45,married,freelance,75,59,4000,0,800,-0.72
3684,0,1,parents,20,single,fixed,35,61,0,0,800,1.17
3685,1,5,rent,31,married,fixed,69,88,0,0,1200,0.95
3686,1,15,other,46,married,freelance,35,244,8000,0,2250,5.57333
3687,0,2,owner,24,married,fixed,35,160,3100,400,800,5.445
3688,0,1,rent,46,married,fixed,57,119,0,0,600,3.72
3689,1,18,rent,35,married,partime,96,63,0,0,600,-1.32
3690,0,20,owner,48,married,fixed,45,257,3000,0,900,8.48
3691,0,10,rent,34,divorced,fixed,54,189,0,0,800,3.0375
3692,1,11,rent,38,married,fixed,72,123,0,0,270,4.53333
3693,1,0,parents,36,single,fixed,35,130,0,0,1600,3.5625
3694,1,1,rent,22,single,fixed,46,113,0,0,1600,2.5125
3695,0,36,owner,55,married,fixed,45,102,12000,0,2000,1.71
3696,0,2,priv,51,married,freelance,45,54,10500,0,600,0.36
3697,0,11,rent,28,married,freelance,64,190,2000,0,700,3.24
3698,0,8,owner,31,married,fixed,45,110,5000,2000,540,3
3699,0,2,owner,28,married,fixed,45,80,2000,0,550,2.29091
3700,0,4,rent,38,married,fixed,55,98,0,0,350,4.42286
3701,0,3,owner,43,married,freelance,75,237,3000,0,650,5.98154
3702,0,4,owner,32,married,fixed,60,147,3500,0,830,6.28916
3703,0,3,owner,38,single,fixed,35,250,5000,0,1500,8.6
3704,1,1,parents,18,single,partime,45,95,4000,0,600,4
3705,0,16,owner,55,married,fixed,60,230,5000,0,1200,5.1
3706,0,1,owner,38,married,others,35,106,4000,0,480,2.6625
3707,0,12,owner,38,married,fixed,60,130,5000,0,700,3.6
3708,0,18,owner,48,married,fixed,45,104,5500,25,800,4.40625
3709,0,3,priv,23,single,others,35,206,12000,0,450,6.84
3710,0,10,owner,50,married,freelance,45,128,11500,0,500,7.968
3711,0,14,owner,43,married,fixed,60,120,5000,0,1250,2.88
3712,1,2,parents,26,single,freelance,35,66,0,0,750,1.488
3713,0,7,owner,23,married,fixed,35,247,5000,400,1500,4.992
3714,0,5,owner,38,married,freelance,60,63,4000,0,1050,0.102857
3715,1,5,owner,39,married,freelance,60,66,10000,0,875,0.329143
3716,0,27,owner,48,married,freelance,35,70,5000,0,800,0.7875
3717,0,3,rent,30,married,freelance,59,140,0,0,1300,2.24308
3718,0,2,priv,30,married,fixed,45,178,5000,0,1150,5.5513
3719,0,10,other,48,married,fixed,35,203,4000,1500,1520,6.03947
3720,0,16,owner,41,married,fixed,75,87,3000,0,200,0.36
3721,0,15,owner,39,married,freelance,60,555,40000,0,1500,19.8
3722,1,14,owner,33,single,freelance,35,115,4000,1500,700,3.34286
3723,0,4,parents,25,married,freelance,35,95,25000,0,1650,2.18182
3724,0,3,parents,20,single,fixed,35,55,0,0,600,1.2
3725,0,2,parents,28,single,fixed,35,140,1000,0,1000,3.78
3726,1,25,priv,56,married,freelance,90,85,3500,0,800,-0.375
3727,0,6,rent,26,single,fixed,65,198,0,0,950,6.72
3728,0,1,priv,27,married,freelance,35,130,4650,2850,2000,1.995
3729,0,30,owner,52,married,freelance,45,80,7000,0,1100,0.381818
3730,0,10,parents,33,single,freelance,35,200,70000,12000,1100,0.981818
3731,0,4,owner,24,married,fixed,35,95,2500,0,900,3.2
3732,0,12,owner,46,married,freelance,45,58,8000,0,500,0.936
3733,0,30,owner,54,widow,freelance,35,224,20000,0,1100,9.27818
3734,0,20,owner,44,married,fixed,60,168,3000,0,1400,4.62857
3735,1,1,rent,28,married,freelance,53,179,0,0,1825,4.14247
3736,1,2,priv,20,single,freelance,35,107,54000,0,2000,0.864
3737,0,4,owner,23,married,fixed,35,160,6500,3700,1500,3.52
3738,0,4,rent,60,married,fixed,56,111,0,0,500,3.96
3739,1,3,rent,26,married,fixed,53,80,0,0,950,1.70526
3740,0,11,owner,30,married,fixed,35,110,4000,62,1100,4.05709
3741,0,6,parents,26,married,fixed,60,108,0,0,1200,2.4
3742,0,14,rent,41,married,fixed,53,181,0,0,1150,6.67826
3743,1,3,parents,38,married,partime,60,67,0,0,1000,0.336
3744,1,1,owner,36,married,fixed,45,25,3000,2000,1100,-1.30909
3745,0,20,owner,40,divorced,freelance,60,150,5500,0,1400,3.85714
3746,0,20,rent,45,married,fixed,92,170,0,0,1000,4.68
3747,1,0,rent,25,married,fixed,60,150,0,0,1350,3.2
3748,0,12,rent,46,married,fixed,104,294,0,0,1350,6.75556
3749,0,9,priv,46,married,fixed,45,100,37000,0,800,3.3
3750,0,0,parents,28,single,freelance,35,100,0,0,900,3.46667
3751,0,2,owner,38,married,fixed,75,192,23000,3000,700,5.96571
3752,0,3,parents,24,single,fixed,35,100,0,0,1500,2.6
3753,1,4,rent,23,married,freelance,52,171,0,0,1150,4.96696
3754,0,3,priv,24,single,fixed,35,245,5000,0,1300,9.69231
3755,1,1,ignore,28,married,freelance,45,124,4000,0,1500,3.16
3756,0,11,owner,26,married,partime,35,110,4500,2000,300,2.2
3757,1,1,rent,26,single,partime,42,70,0,0,590,1.70847
3758,1,0,rent,23,single,partime,42,72,0,0,700,2.05714
3759,0,1,rent,29,married,fixed,73,133,0,0,1000,3.6
3760,0,10,parents,34,married,freelance,45,54,10000,0,600,0.54
3761,0,9,owner,30,married,fixed,35,250,30000,0,1000,5.16
3762,0,2,owner,28,married,freelance,35,196,7000,3950,1600,4.55625
3763,0,3,parents,36,married,fixed,60,92,0,0,1100,1.74545
3764,0,10,owner,45,married,freelance,45,325,12000,1200,1300,12.3692
3765,1,3,priv,38,divorced,fixed,35,136,12500,0,3000,1.212
3766,0,10,owner,33,married,fixed,45,110,5000,0,1000,3.12
3767,1,2,rent,56,single,freelance,51,157,11000,4500,1000,2.928
3768,0,4,other,25,single,fixed,35,162,0,0,1800,4.23333
3769,1,7,parents,33,single,partime,35,70,0,0,1300,1.61538
3770,0,5,parents,27,married,freelance,45,175,0,0,1000,6.24
3771,0,16,parents,44,single,freelance,35,86,0,0,700,1.74857
3772,0,0,parents,26,single,partime,35,69,0,0,107,7.62617
3773,1,7,owner,28,married,fixed,60,148,8000,0,920,5.73913
3774,1,2,other,25,married,fixed,35,129,0,0,1580,2.8557
3775,1,3,rent,44,separated,fixed,60,150,0,0,1650,3.27273
3776,0,1,owner,38,married,fixed,60,102,3500,0,850,1.18588
3777,0,7,owner,32,married,fixed,45,140,5500,0,550,8.29091
3778,1,2,owner,24,single,partime,35,120,3000,0,1400,3.64286
3779,0,1,parents,42,married,fixed,60,66,7000,0,950,0.378947
3780,0,27,rent,50,married,fixed,47,115,0,0,500,3.264
3781,0,6,owner,31,married,fixed,35,84,3000,0,1400,2.1
3782,0,3,owner,26,married,fixed,45,128,3000,0,1300,3.83077
3783,0,9,priv,32,married,fixed,60,155,12000,5000,1200,2.25
3784,1,5,parents,26,single,fixed,35,140,0,0,450,5.6
3785,0,3,rent,26,married,fixed,58,230,0,0,1150,7.17913
3786,1,20,other,47,married,fixed,105,105,0,0,750,0
3787,0,18,priv,49,married,fixed,60,140,4000,0,1050,4.57143
3788,0,19,owner,54,widow,fixed,35,207,11000,4000,800,9.9
3789,0,5,rent,40,separated,fixed,43,75,0,0,400,2.88
3790,0,8,owner,33,married,freelance,45,250,10000,0,2500,4.92
3791,0,2,other,35,separated,fixed,35,200,0,0,1600,3.7125
3792,1,1,owner,56,married,others,60,52,3500,0,500,-0.192
3793,0,10,owner,26,married,fixed,45,135,5000,3700,1600,1.9875
3794,0,14,owner,34,married,fixed,60,143,5000,0,1400,2.13429
3795,0,13,parents,31,married,fixed,35,90,0,0,1000,2.64
3796,0,4,ignore,62,married,freelance,35,102,8000,0,1200,3.35
3797,0,20,owner,46,single,fixed,35,250,25000,4000,1450,7.24138
3798,0,15,owner,49,married,fixed,60,162,5000,0,1700,3.6
3799,0,24,owner,46,married,fixed,60,140,6000,1000,1100,3.81818
3800,0,10,owner,36,married,fixed,35,235,12000,1700,1500,4.392
3801,0,2,parents,24,single,fixed,35,60,0,0,450,2
3802,0,21,owner,44,married,fixed,60,124,4000,0,800,1.92
3803,1,1,rent,24,married,partime,42,70,0,0,1700,0.988235
3804,0,11,owner,27,married,fixed,35,140,4000,0,1500,3.36
3805,0,12,owner,27,married,fixed,35,100,3000,0,1300,3
3806,0,5,rent,51,married,fixed,63,184,0,0,635,6.85984
3807,1,6,owner,26,married,fixed,35,90,5000,0,1390,1.89928
3808,0,1,rent,37,married,partime,72,116,6000,0,1400,1.50857
3809,0,10,owner,41,married,others,35,57,5000,0,1300,1.01538
3810,1,0,owner,27,married,partime,75,210,7000,4800,1250,4.176
3811,1,1,owner,20,single,fixed,35,53,2000,1600,1100,0.087273
3812,0,0,parents,24,single,partime,35,111,3000,1200,850,4.51765
3813,0,10,owner,50,married,freelance,60,200,19,0,500,6.72
3814,0,10,owner,32,married,fixed,60,160,4000,1800,1050,4.68571
3815,1,2,owner,30,married,freelance,45,98,5000,700,1000,2.76
3816,0,16,owner,32,married,fixed,60,159,4000,0,1500,3.96
3817,1,0,rent,19,single,others,35,14,0,0,900,-1.4
3818,0,10,owner,39,married,freelance,75,67,8000,0,430,-0.111628
3819,1,9,other,30,married,fixed,60,109,0,0,1250,2.352
3820,1,7,other,38,married,freelance,35,59,0,0,1000,0.864
3821,0,3,parents,28,single,fixed,35,74,0,0,350,4.01143
3822,0,6,owner,51,married,freelance,45,106,12000,0,1035,2.82899
3823,1,0,parents,21,single,partime,35,48,0,0,1850,0.337297
3824,1,3,parents,23,single,fixed,35,62,0,0,1100,1.47273
3825,0,1,owner,39,married,others,35,70,4000,0,525,1.6
3826,1,3,rent,39,married,fixed,90,150,0,0,300,7.2
3827,0,12,owner,39,married,freelance,60,95,6000,0,1300,1.29231
3828,1,0,priv,31,married,partime,35,202,6000,0,1300,4.62462
3829,0,2,rent,24,married,fixed,55,100,4000,0,1750,1.54286
3830,1,2,priv,37,married,partime,75,115,2000,0,850,2.25882
3831,0,2,parents,24,single,fixed,35,164,0,0,900,8.6
3832,0,0,parents,20,single,fixed,35,155,7000,0,1450,1.98621
3833,0,4,owner,40,married,fixed,60,150,3500,200,800,5.28
3834,1,21,owner,63,married,fixed,60,165,3000,0,1250,5.04
3835,1,14,rent,38,married,fixed,71,108,0,0,1400,1.58571
3836,0,25,owner,51,married,fixed,35,93,3500,0,900,3.86667
3837,1,6,other,30,married,fixed,60,133,0,0,1300,3.36923
3838,0,3,owner,37,married,fixed,60,55,0,0,1500,-0.12
3839,0,13,owner,39,married,fixed,35,148,14000,0,300,13.56
3840,0,5,parents,31,single,fixed,35,130,0,0,200,11.4
3841,0,16,other,34,married,fixed,60,120,6000,0,1350,2.66667
3842,0,3,parents,20,single,freelance,35,124,7000,0,1000,4.272
3843,0,5,other,65,married,others,35,99,0,0,375,3.072
3844,0,16,rent,32,single,fixed,47,120,0,0,800,4.38
3845,0,2,rent,29,single,fixed,60,250,0,0,1000,9.12
3846,0,0,parents,31,married,others,75,37,0,0,1500,-1.52
3847,0,23,parents,37,single,freelance,35,71,4500,0,1950,1.10769
3848,0,6,owner,55,married,freelance,45,74,16000,1500,2000,0.336
3849,1,0,parents,19,single,freelance,35,73,0,0,400,3.42
3850,1,1,other,21,single,partime,45,135,0,0,1100,4.90909
3851,1,3,parents,25,married,fixed,35,70,0,0,1300,1.61538
3852,0,5,owner,58,married,others,45,79,7000,0,400,3.06
3853,1,0,rent,20,single,partime,56,105,0,0,1100,2.13818
3854,0,9,priv,27,married,fixed,45,102,5000,360,1300,1.97169
3855,0,0,owner,29,married,others,60,50,11000,0,1000,-0.48
3856,0,8,owner,39,married,fixed,75,160,1500,0,360,2.83333
3857,0,24,owner,43,single,fixed,35,120,3500,0,1320,3.86364
3858,0,3,parents,23,single,fixed,35,107,0,0,800,5.4
3859,0,13,owner,27,married,fixed,35,253,7000,0,1060,12.3396
3860,0,2,rent,49,married,fixed,51,155,0,0,1500,4.16
3861,0,33,owner,61,married,fixed,35,130,8000,0,850,5.36471
3862,1,0,owner,31,married,partime,45,120,3000,150,700,3.78
3863,0,0,rent,46,separated,fixed,57,124,0,0,940,4.2766
3864,0,7,parents,25,single,fixed,35,75,0,0,1100,2.18182
3865,0,20,owner,37,married,fixed,60,150,3500,0,450,7.2
3866,0,10,rent,36,divorced,freelance,45,100,0,0,1000,1.98
3867,1,17,owner,60,married,fixed,60,78,2500,0,650,0.996923
3868,0,1,owner,28,married,fixed,45,60,4000,0,1500,0.6
3869,0,10,owner,32,married,fixed,45,419,5500,2500,1300,16.1077
3870,0,4,rent,25,married,fixed,56,112,0,0,1250,2.688
3871,1,3,rent,32,married,fixed,50,147,0,0,1100,5.29091
3872,0,31,owner,53,married,fixed,60,165,6000,0,594,2.12121
3873,0,3,rent,32,married,fixed,61,160,0,0,400,5.94
3874,0,8,rent,46,married,freelance,45,147,0,0,1000,6.12
3875,0,0,rent,22,single,freelance,38,34,0,0,700,-0.068571
3876,0,1,rent,25,married,partime,42,73,0,0,1000,1.86
3877,1,12,owner,37,married,fixed,60,98,9000,200,800,2.7
3878,0,2,rent,44,married,partime,57,123,5000,0,900,2.64
3879,0,10,owner,36,married,freelance,45,14,4000,0,900,-0.413333
3880,0,1,owner,40,married,fixed,45,100,8500,0,400,8.25
3881,0,0,owner,47,married,freelance,45,56,6000,0,1345,0.490706
3882,0,3,owner,32,married,fixed,45,90,6000,0,1500,1.8
3883,0,1,owner,21,single,fixed,35,294,53000,0,1300,11.9538
3884,0,10,owner,50,married,freelance,75,135,7500,0,1000,2.16
3885,0,19,parents,34,single,fixed,35,80,0,0,1000,2.7
3886,0,0,parents,33,single,fixed,35,112,6000,0,450,3.08
3887,0,3,rent,29,married,fixed,55,100,0,0,930,2.90323
3888,0,4,owner,42,single,fixed,35,115,12000,0,900,3.2
3889,0,5,owner,37,married,freelance,60,67,3500,196,1300,0.232615
3890,0,2,owner,24,married,fixed,45,375,5000,0,2200,9
3891,0,2,other,39,single,fixed,35,113,0,0,1250,3.744
3892,0,18,rent,41,single,freelance,40,53,0,0,750,0.624
3893,0,17,owner,55,married,freelance,60,73,15000,0,1900,0.328421
3894,1,5,owner,26,single,fixed,35,34,10000,5000,1500,-1.632
3895,0,19,owner,34,married,fixed,60,196,7000,1000,1690,4.47337
3896,0,1,rent,24,married,partime,41,56,0,0,1500,0.48
3897,0,16,owner,31,married,fixed,45,200,5000,800,1250,5.6448
3898,0,1,rent,34,married,fixed,55,102,0,0,600,3.76
3899,0,15,owner,43,married,freelance,60,310,7000,0,1200,12.5
3900,0,11,owner,33,married,fixed,60,106,6000,0,1500,1.84
3901,1,0,parents,22,single,partime,35,103,4500,0,1050,2.33143
3902,0,0,parents,41,single,partime,35,131,4500,0,1200,4.8
3903,1,0,priv,43,married,partime,45,117,2000,250,1600,2.60625
3904,1,0,rent,25,single,partime,47,120,0,0,1200,3.65
3905,1,0,rent,18,single,others,38,33,0,0,300,-0.6
3906,1,0,parents,35,single,freelance,35,43,0,0,875,0.329143
3907,0,9,other,31,married,fixed,60,130,0,0,1500,2.8
3908,0,14,owner,40,married,fixed,60,110,5000,0,1000,3
3909,0,4,parents,20,single,fixed,35,60,0,0,550,1.63636
3910,0,5,parents,28,married,fixed,45,107,0,0,1160,1.92414
3911,1,0,rent,22,single,partime,42,65,0,0,430,1.92558
3912,0,4,parents,28,married,fixed,35,173,0,0,1000,4.968
3913,0,13,owner,35,married,fixed,60,134,4500,700,1000,4.02
3914,0,8,owner,41,married,freelance,60,173,8000,0,1200,5.65
3915,1,1,parents,22,single,freelance,35,78,3500,0,2275,1.13407
3916,0,5,ignore,51,divorced,fixed,35,95,6000,0,500,5.76
3917,0,3,rent,21,single,fixed,44,89,0,0,400,4.05
3918,1,1,owner,40,married,fixed,60,155,2500,0,1650,3.45455
3919,1,3,owner,45,married,fixed,60,87,3500,0,650,1.49538
3920,0,0,parents,22,single,freelance,45,134,0,0,4000,1.068
3921,1,1,parents,31,married,fixed,35,61,4000,0,700,1.33714
3922,0,3,priv,35,married,fixed,75,185,3500,1200,700,8.4
3923,0,20,owner,48,separated,freelance,75,300,18000,0,760,3.55263
3924,1,3,owner,40,married,freelance,60,68,4500,0,575,0.50087
3925,0,10,owner,37,married,fixed,60,320,15000,1000,1000,9
3926,0,1,owner,20,single,partime,35,139,4000,0,375,9.984
3927,0,8,rent,36,married,fixed,76,159,0,0,830,4.8
3928,0,6,other,35,married,fixed,60,79,15000,0,2000,0.456
3929,0,0,other,26,married,fixed,45,260,0,0,725,10.6759
3930,1,0,rent,60,married,others,55,100,8000,0,2500,1.08
3931,0,12,owner,54,married,fixed,75,231,15000,0,1950,4.8
3932,0,6,rent,31,single,fixed,43,82,0,0,800,2.925
3933,1,3,parents,30,married,fixed,45,120,4000,0,1500,3
3934,1,0,parents,19,single,fixed,35,91,0,0,650,1.55077
3935,0,12,rent,30,married,fixed,65,203,0,0,1500,3.312
3936,0,13,parents,34,single,fixed,35,96,0,0,750,4.88
3937,1,0,owner,39,married,freelance,45,53,10000,0,1500,0.32
3938,0,4,priv,44,married,freelance,60,170,2900,0,1800,1.46667
3939,1,8,other,39,married,fixed,35,112,0,0,450,6.16
3940,0,8,owner,36,married,fixed,60,90,6000,1500,900,0.4
3941,0,10,owner,52,married,freelance,35,225,25000,0,2000,3.42
3942,0,5,owner,36,married,fixed,35,205,9000,1500,1050,8.85714
3943,1,5,parents,20,single,others,45,155,0,0,2500,2.112
3944,1,2,owner,35,single,fixed,35,51,4000,0,1400,0.685714
3945,0,21,owner,40,married,fixed,60,144,6500,0,2000,2.52
3946,1,3,parents,34,single,partime,35,80,0,0,1100,2.45455
3947,1,0,rent,38,married,freelance,35,76,0,0,1300,1.89231
3948,0,14,parents,32,married,fixed,35,140,0,0,1150,5.47826
3949,0,23,owner,50,married,fixed,45,90,3000,0,950,2.84211
3950,0,3,owner,25,married,freelance,35,107,4500,1900,1000,2.544
3951,0,4,owner,32,married,fixed,45,190,13000,2000,800,5.625
3952,0,8,owner,34,married,fixed,45,145,5000,0,1100,5.45455
3953,0,11,rent,29,single,fixed,44,93,0,0,700,0.84
3954,0,2,rent,40,married,fixed,60,145,500,0,1550,3.29032
3955,0,3,parents,24,single,fixed,35,55,3000,0,850,1.12941
3956,0,3,parents,28,married,fixed,45,173,0,0,1000,6.144
3957,0,6,rent,34,married,fixed,86,110,0,0,800,1.8
3958,1,0,rent,38,married,partime,75,159,0,0,1000,5.04
3959,0,20,owner,39,married,fixed,60,68,13000,0,900,0.533333
3960,0,0,owner,52,married,others,45,170,6500,0,500,6
3961,0,8,owner,33,married,fixed,45,160,2000,0,1050,6.57143
3962,1,5,owner,49,widow,others,35,48,4000,0,1100,0.567273
3963,0,17,owner,46,married,fixed,35,128,4000,0,1400,3.18857
3964,1,2,rent,44,separated,fixed,48,125,5000,800,1600,2.07
3965,0,0,parents,22,single,partime,35,72,0,0,1100,2.01818
3966,0,20,owner,44,married,fixed,60,115,4000,0,1250,2.64
3967,0,5,rent,42,separated,freelance,89,288,15000,0,1800,6.63333
3968,0,16,owner,40,married,fixed,60,160,4000,0,1300,2.76923
3969,0,14,owner,38,married,fixed,60,114,5000,400,1200,2.5
3970,0,1,rent,38,married,partime,72,118,0,0,125,2.208
3971,0,1,parents,21,single,fixed,35,60,0,0,850,1.41176
3972,1,1,rent,24,single,partime,49,139,0,0,500,4.32
3973,0,12,rent,36,married,fixed,80,195,0,0,1800,3.06667
3974,0,3,parents,29,separated,fixed,35,108,0,0,900,3.89333
3975,1,2,rent,46,married,fixed,74,140,0,0,200,5.94
3976,0,18,parents,42,divorced,fixed,35,145,0,0,1000,6.6
3977,0,15,owner,43,married,fixed,60,105,5000,0,400,4.05
3978,1,2,parents,20,single,fixed,35,56,3500,0,1300,0.969231
3979,0,14,owner,28,married,fixed,35,216,4000,0,1750,6.20571
3980,1,0,parents,21,single,partime,35,130,2000,0,875,3.90857
3981,0,3,owner,27,married,fixed,35,120,4000,1500,1800,2.33333
3982,0,1,owner,27,married,fixed,35,90,2000,0,1150,2.86957
3983,1,6,rent,38,married,fixed,55,103,0,0,1100,2.61818
3984,1,0,owner,42,married,freelance,60,84,5000,0,1350,0.64
3985,0,3,owner,33,married,fixed,45,193,10000,1500,1300,6.13846
3986,0,6,parents,25,married,fixed,45,164,0,0,1250,1.7136
3987,0,18,rent,37,married,fixed,70,100,0,0,1300,1.38462
3988,0,30,owner,56,married,freelance,45,60,12000,0,1375,0.130909
3989,0,25,priv,55,single,freelance,35,92,25000,0,150,4.56
3990,0,1,owner,22,single,fixed,35,300,4000,200,1350,11.6889
3991,0,18,rent,53,married,fixed,54,92,0,0,1340,1.36119
3992,0,5,owner,53,married,others,35,227,8500,0,1550,4.45935
3993,1,5,rent,31,married,fixed,60,150,0,0,800,5.4
3994,0,14,owner,40,married,fixed,45,91,0,0,1100,2.50909
3995,1,0,parents,33,married,freelance,60,144,0,0,2000,2.52
3996,0,10,priv,48,married,fixed,35,161,9000,0,900,8.4
3997,0,39,owner,58,married,fixed,35,113,3500,0,1380,3.3913
3998,0,0,priv,41,married,fixed,75,146,10000,0,1370,2.48759
3999,0,1,parents,24,single,fixed,35,70,0,0,700,1.8
4000,1,5,rent,37,married,fixed,77,318,5000,0,1750,8.26286
4001,0,10,owner,34,married,fixed,45,115,9500,0,1450,2.89655
4002,1,1,rent,36,married,partime,84,90,0,0,1100,0.327273
4003,0,3,priv,27,married,fixed,35,215,5000,2800,1500,6.08
4004,0,8,owner,30,married,fixed,35,340,1200,0,1000,7.32
4005,1,1,rent,31,divorced,partime,39,42,0,0,1200,0.15
4006,0,0,owner,18,single,partime,35,104,12000,0,1700,0.974118
4007,0,20,priv,59,married,freelance,35,81,18000,0,1200,2.3
4008,1,8,rent,30,single,fixed,46,114,0,0,1650,1.97818
4009,0,0,priv,42,married,partime,35,210,1500,0,1250,8.4
4010,0,3,owner,29,married,fixed,35,83,4500,1170,700,2.48914
4011,1,3,rent,39,married,fixed,97,223,0,0,1250,4.8384
4012,0,17,other,40,married,fixed,60,117,6000,960,1200,1.896
4013,1,14,owner,47,widow,fixed,35,100,4000,2000,1475,1.83051
4014,1,11,parents,30,married,fixed,45,105,5000,0,1500,2.4
4015,1,24,other,41,married,freelance,75,292,0,0,2200,5.91818
4016,0,2,parents,25,single,fixed,35,110,0,0,500,5.4
4017,0,3,parents,23,single,freelance,35,42,10000,0,2000,0.21
4018,0,14,owner,35,married,fixed,35,80,3500,0,1100,2.45455
4019,1,20,owner,43,married,fixed,45,120,10000,0,2000,2.25
4020,0,5,rent,41,married,freelance,44,90,8000,0,600,1.84
4021,0,15,owner,50,married,fixed,35,112,4000,0,1150,4.01739
4022,0,3,owner,26,married,fixed,35,136,6000,4500,900,2.24
4023,1,7,owner,38,married,fixed,45,85,3400,1500,450,2
4024,0,7,owner,33,married,freelance,60,144,4500,0,1100,4.58182
4025,0,9,owner,42,married,fixed,75,140,7000,0,1000,3.9
4026,0,2,rent,22,married,fixed,53,183,0,0,1300,4.8
4027,0,2,rent,38,single,fixed,70,250,55,0,1300,8.30769
4028,1,1,priv,28,married,freelance,45,81,6000,0,1000,1.296
4029,1,0,rent,24,married,partime,41,56,0,0,1308,0.688073
